order_id,customer_id,product_id,quantity,price,order_date
552,489,2,4,193.22,2025-11-10
553,349,103,4,268.18,2024-05-31
554,193,182,3,213.3,2024-10-11
555,34,147,5,158.27,2025-07-12
556,170,156,3,138.8,2023-11-28
557,479,180,3,276.9,2025-07-04
558,96,177,1,28.39,2024-04-01
559,146,130,5,95.02,2024-05-24
560,9,198,1,178.22,2025-08-31
561,15,175,4,16.61,2024-05-13
562,20,179,1,83.71,2024-07-18
563,443,70,3,276.7,2025-04-11
564,315,89,2,62.79,2024-12-30
565,361,79,4,276.58,2024-12-23
566,239,3,5,216.27,2024-05-22
567,382,159,5,211.44,2024-06-30
568,115,64,2,125.81,2024-02-29
569,163,149,4,232.57,2025-07-02
570,286,53,1,110.05,2024-03-07
571,214,169,3,222.31,2025-06-04
572,473,185,4,140.58,2024-01-12
573,302,140,1,68.87,2024-11-12
574,398,105,4,16.06,2024-04-12
575,154,186,5,150.58,2025-10-16
576,444,4,5,265.85,2024-04-13
577,19,179,4,83.71,2023-12-11
578,17,96,4,290.66,2025-02-27
579,38,124,5,58.39,2025-06-25
580,163,65,1,130.28,2024-07-20
581,495,27,4,33.89,2024-12-31
582,246,3,2,216.27,2025-10-24
583,96,58,2,297.13,2024-09-30
584,62,172,5,68.3,2024-06-22
585,260,2,3,193.22,2023-12-09
586,24,56,5,184.84,2025-09-08
587,196,5,5,94.69,2024-01-13
588,232,175,1,16.61,2024-12-22
589,332,89,3,62.79,2025-07-24
590,179,103,1,268.18,2024-12-11
591,367,120,5,231.28,2024-10-09
592,238,124,2,58.39,2024-12-20
593,19,96,3,290.66,2024-04-12
594,393,190,3,139.51,2024-11-21
595,37,190,3,139.51,2023-12-31
596,193,85,4,256.69,2024-05-10
597,426,102,5,225.32,2023-11-29
598,297,195,4,287.42,2024-11-29
599,303,76,1,91.97,2024-10-17
600,269,161,2,266.65,2024-09-20
601,280,108,5,187.88,2023-12-29
602,338,118,3,117.29,2024-12-17
603,236,65,2,130.28,2024-02-23
604,247,171,5,260.38,2025-03-17
605,437,56,2,184.84,2025-02-09
606,368,47,1,32.9,2025-06-30
607,262,2,1,193.22,2025-07-02
608,382,96,5,290.66,2025-07-06
609,358,156,3,138.8,2025-10-17
610,457,191,4,228.4,2025-03-19
611,373,166,3,55.91,2024-01-18
612,395,94,2,102.67,2024-07-30
613,384,106,2,58.94,2025-06-01
614,218,117,1,266.42,2025-03-01
615,283,83,3,76.7,2024-05-10
616,288,134,2,194.77,2025-10-08
617,365,58,5,297.13,2023-11-26
618,79,191,5,228.4,2025-08-25
619,188,74,3,183.4,2025-08-09
620,145,35,4,72.95,2024-10-29
621,399,33,3,127.12,2024-02-13
622,284,90,5,170.4,2024-05-16
623,309,78,5,204.05,2024-10-30
624,271,144,5,296.05,2024-04-13
625,388,37,4,49.73,2025-02-25
626,212,186,1,150.58,2025-08-26
627,18,98,4,115.64,2025-10-02
628,303,143,4,164.03,2024-02-23
629,284,141,4,260.52,2024-05-14
630,146,9,4,94.57,2025-06-28
631,435,40,4,138.64,2024-05-13
632,277,179,3,83.71,2024-05-13
633,382,147,5,158.27,2025-09-24
634,409,79,5,276.58,2025-10-30
635,440,191,5,228.4,2024-02-16
636,54,163,2,117.02,2025-09-16
637,410,173,1,115.91,2025-06-19
638,93,81,4,122.0,2024-02-19
639,88,4,1,265.85,2024-01-24
640,4,194,2,153.91,2025-06-20
641,286,174,4,248.83,2024-07-28
642,333,50,5,145.02,2025-09-18
643,368,142,3,113.99,2025-01-13
644,328,145,1,225.34,2024-11-30
645,196,182,2,213.3,2025-07-17
646,384,83,4,76.7,2025-07-01
647,348,180,2,276.9,2025-07-23
648,473,54,2,134.16,2025-01-07
649,166,171,4,260.38,2024-03-18
650,483,72,3,249.6,2024-11-25
651,215,40,3,138.64,2024-08-08
652,186,41,4,132.18,2025-02-12
653,174,171,2,260.38,2025-06-29
654,385,48,1,191.49,2024-06-03
655,153,168,1,12.98,2025-03-02
656,207,52,1,55.43,2025-02-28
657,93,95,5,243.1,2025-06-30
658,162,84,1,27.59,2024-11-05
659,479,156,2,138.8,2025-02-22
660,151,178,2,216.5,2025-10-30
661,399,82,1,296.88,2025-05-23
662,31,122,1,140.85,2024-11-11
663,427,55,4,233.67,2024-12-04
664,341,1,4,185.96,2024-07-18
665,441,171,3,260.38,2023-12-19
666,443,48,5,191.49,2025-01-30
667,27,169,1,222.31,2025-02-13
668,183,117,4,266.42,2025-04-10
669,493,181,3,201.38,2024-12-09
670,63,172,4,68.3,2024-06-19
671,136,1,5,185.96,2025-07-26
672,466,187,1,244.41,2023-11-26
673,431,94,3,102.67,2025-09-29
674,22,105,5,16.06,2025-11-04
675,280,176,2,224.27,2025-01-28
676,144,82,2,296.88,2025-03-02
677,168,92,5,265.82,2025-04-23
678,110,97,2,255.64,2024-07-31
679,148,178,2,216.5,2024-06-10
680,296,134,2,194.77,2025-08-15
681,391,24,4,76.2,2024-09-21
682,375,142,3,113.99,2025-05-06
683,482,49,4,243.1,2024-03-24
684,38,21,5,261.93,2024-05-17
685,406,104,5,127.9,2025-02-04
686,478,12,5,15.21,2025-11-13
687,418,2,2,193.22,2024-06-03
688,246,25,2,34.55,2024-01-12
689,236,195,3,287.42,2023-12-10
690,8,90,4,170.4,2024-03-04
691,302,8,4,299.91,2024-07-15
692,155,82,2,296.88,2024-04-15
693,181,70,3,276.7,2025-06-05
694,21,60,4,258.87,2024-03-28
695,372,13,2,152.62,2024-06-29
696,385,48,1,191.49,2025-05-16
697,443,149,1,232.57,2025-01-01
698,277,91,5,167.71,2025-06-13
699,319,137,2,84.4,2025-01-09
700,247,155,2,277.53,2024-11-08
701,200,74,5,183.4,2025-10-07
702,498,159,1,211.44,2024-11-14
703,49,100,4,28.93,2025-01-17
704,415,123,3,80.99,2024-12-03
705,482,166,2,55.91,2024-12-29
706,223,125,3,247.3,2025-05-09
707,439,68,5,87.2,2025-03-29
708,94,74,5,183.4,2025-11-14
709,137,165,3,269.89,2023-12-26
710,18,71,2,251.31,2024-11-26
711,200,157,1,56.42,2025-07-31
712,431,37,3,49.73,2024-07-02
713,411,189,4,155.1,2025-01-21
714,405,47,4,32.9,2025-03-15
715,94,163,4,117.02,2024-04-05
716,267,2,2,193.22,2025-10-12
717,298,134,4,194.77,2024-02-13
718,224,172,5,68.3,2023-12-08
719,387,22,1,268.32,2024-11-04
720,191,150,2,209.97,2024-06-19
721,340,6,3,189.5,2023-12-31
722,61,176,5,224.27,2024-06-23
723,367,141,3,260.52,2023-12-24
724,263,96,1,290.66,2024-09-14
725,469,91,2,167.71,2023-11-28
726,451,7,2,186.49,2025-10-10
727,434,151,4,237.47,2025-11-16
728,174,183,3,282.04,2024-12-09
729,318,95,2,243.1,2025-05-28
730,382,108,4,187.88,2025-11-16
731,411,23,2,76.23,2024-07-31
732,171,53,4,110.05,2024-04-08
733,480,90,1,170.4,2025-02-23
734,202,101,5,137.08,2025-09-25
